question,answer,topic,url,crawling_date
Question: What needs to be entered in Place of delivery column in case of exports in EWB-01?,"Generally, Pin code of the place is entered but in case of exports to a foreign country 999999 is entered in EWB-01.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: How the distance has to be calculated, if the consignments are imported from or exported to other country?","The approximate distance for movement of consignment from the source to destination has to be considered based on the distance within the country. That is, in case of export, the consignor’s place to the place from where the consignment is leaving the country, after customs clearance and in case of import, the place where the consignment is reached the country to the destination place and cleared by Customs.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What are the documents that need to be carried along with the goods being transported?,"The person in charge of a conveyance shall carry the invoice or bill of supply or delivery challan, bill of entry as the case may be and a copy of the e-way bill number generated from the common portal. Please refer relevant rules for details.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How to generate the e-way bill from different registered place of business?,"The registered person can generate the e-way bill from his account from any registered place of business. However, he/she needs to enter the address accordingly in the e-way bill. He/she can also create sub-users for a particular business place and assigned the role for generating the e-way bill to that sub user for that particular business place.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What can be done when the importer of goods rejects and returns the goods for any reason?,"Under such circumstances, one more e-way bill generated with the help of supplier or recipient by indicating supply as ‘Sales Return’ with relevant documents, return the goods to the supplier as per his agreement with him.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How to handle Bill to - Ship to invoice in e-way bill system?,"Sometimes, the tax payer raises the bill to somebody and sends the consignment to somebody else as per the business requirements. There is a provision in the e-way bill system to handle this situation, called as ‘Bill to’ and ‘Ship to’.In the e-way bill form, there are two portions under ‘TO’ section. In the left hand side - ‘Billing To’ GSTIN and trade name is entered and in the right hand side - ‘Ship to’ address of the destination of the movement is entered. The other details are entered as per the invoice.In case ship to state is different from Bill to State, the tax components are entered as per the billing state party. That is, if the Bill tolocation is inter-state for the supplier, IGST is entered and if the Bill to Party location is intra-state for the supplier, the SGST and CGST are entered irrespective of movement of goods whether movement happened within state or outside the state.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How to handle Bill from - Dispatch from invoice in e-way bill system?,"Sometimes, the supplier prepares the bill from his business premises to consignee, but moves the consignment from some others’ premises to the consignee as per the business requirements. This is known as ‘Billing From’ and ‘Dispatching From’. E-way bill system has provision for this.In the e-way bill form, there are two portions under ‘FROM’ section. In the left hand side - ‘Bill From’ supplier’s GSTIN and trade name are entered and in the right hand side - ‘Dispatch From’, address of the dispatching place is entered. The other details are entered as per the invoice. In case Bill From location State is different from theState of Dispatchthe Tax components are entered as per the State (Bill From). That is, if the billing party is inter-state for the supplier, IGST is entered and if the billing party is intra-state for the supplier, the SGST and CGST are entered irrespective of movement of goods whether movement happened within state or outside the state.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: How to generate e-way bill, if the goods of one invoice is being moved in multiple vehicles simultaneously?","Where the goods are being transported in a semi knocked down or completely knocked down condition, the EWB shall be generated for each of such vehicles based on the delivery challans issued for that portion of the consignment as per CGST Rule 55 which provides as under:(a) Supplier shall issue the complete invoice before dispatch of the first consignment;(b) Supplier shall issue a delivery challan for each of the subsequent consignments, giving reference of the invoice;(c) eachconsignment shall be accompanied by copies of the corresponding delivery challan along with a duly certified copy of the invoice; and(d) Original copy of the invoice shall be sent along with the last consignmentPlease note that multiple EWBs are requiredto be generatedin this situation. That is, the EWB has to be generated for each consignment based on the delivery challan details along with the corresponding vehicle number.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: Who all can the vehicle number for the e-way bill?,The Vehicle number can be updated by the generator of the e-way bill or the transporter assigned by the generator for that particular e-way bill.,Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: Can Part-B of e-way bill entered/d by any other transporter?,"The present transporter can fill or update PART-B of the EWB. The e-way bill can be assigned from one transporter to another transporter, for further movement of consignment. Under this circumstance, the latest transporter, assigned for that e-way bill, can update Part-B of EWB.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: If the vehicle, in which goods are being transported, having e-way bill is changed, then what is requiredto be done?","The e-way bill for transportation of goods should always have the vehicle number that is actually carrying the goods. There may be requirement to change the vehicle number after generating the e-way bill or after commencement of movement of goods, due to trans-shipment or due to breakdown of vehicle. In such cases, the transporter or generator of the e-way bill can update the newvehicle numberin Part B of the EWB.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What is to be done(in an EWB) if the vehicle breaks down?,"If the vehicle breaks down, when the goods are being carried withan EWB, then transporter can get the vehicle repairedand continue the journey in the same EWB. If he has to change the vehicle, then he has to enter the new vehicle details in that EWB, on the eway bill portal, using ‘Update vehicle number’ option in Part B and continue the journey in new vehicle, within the original validity period of e-way bill.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: In case of transportation of goods via rail/air/ship mode, when is user required to enter transport document details, as it is available only after submitting of goods to the concerned authority?","Where the goods are transported by railways or by air or vessel, the Part B of the e-way bill can beupdated either before or after the commencement of movement. But, where the goods are transported by railways, the railways shall not deliver the goods, unless the e-way bill as required under these rules is produced to them, at the time of delivery.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How to handle the goods which move through multiple trans-shipment places?,"Some of the consignments move from one place to another place till they reach their destinations. Under this circumstance, each time the consignment moves from one place to another, the transporter needs to enter the vehicle details using ‘Update Vehicle Number’ option in part B of the EWB, when he starts moving the goods from that place. The transporter can also generate ‘Consolidated EWB’ with the EWB of that consignment with other EWBs and move the consignment to next place. This has to be done till the consignment reaches destination. But it should be within the validity period of a particular EWB.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: Whether the e-way bill can be cancelled? If yes, under what circumstances?","Yes, e-way bill can be cancelled if either goods are not transported or are not transported as per the details furnished in the e-way bill. The e-way bill can be cancelled within 24 hours from the time of generation.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What is consolidated e-way bill?,"Consolidated e-way bill is a document containing the multiple e-way bills for multiple consignments being carried in one conveyance (goods vehicle). That is, the transporter,carrying multiple consignments of various consignors and consignees in one vehicle can generate and carry one consolidated e-way bill instead of carrying multiple e-way bills for those consignments.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: Who can generate the consolidated e-way bill?,A transporter can generate the consolidated e-way bills for movement of multiple consignments in one vehicle.,Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What is the validity of consolidated e-way bill?,"Consolidated EWB is like a trip sheet and it contains details of different EWBs in respect of various consignments being transported in one vehicleand these EWBs will have different validity periods.Hence, Consolidated EWB does not have any independent validity period. However, individual consignment specified in the Consolidated EWB should reach the destination as per the validity period of the individual EWB.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
"Question: What has to be done, if the vehicle number has to be changed for the consolidated e-way bill?","There is an option available under the ‘Consolidated EWB’ menu as ‘regenerate CEWB’. This option allows you to change the vehicle number to existing Consolidated EWB, without changing the individual EWBs. This generates a new CEWB, which has to be carried with new vehicle. Old CEWB will become invalid for use.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What is bulk generation facility and who can use it?,"Through this facility, user can upload multiple invoices and generate multiple e-Way bill at one go. This facility can be used by the taxpayers or transporters who have automated their invoice generation system. In one go, they can prepare bulk requests for e-way bills in a file from their automated system, and upload it on the common portal and generate e-way bill in one go. This avoids duplicate data entry into e-way bill system and avoids data entry mistakes also. Any taxpayer or transporter can use the bulk generation facility.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: Why do I need sub-users?,"Most of the times, the taxpayer or authorized person himself cannot operate and generate EWBs. He may in that case authorize his staff or operator to do that. He would not like to avoid sharing his user credentials with them. In some firms, the business activities will be operational 24/7 and some firms will have multiple branches. Under these circumstances, the main user can create sub-users and assign different roles to them. He can assign generation of EWB or rejection or report generation activities based on requirements to different sub-users.This facility helps him to monitor the activities done by sub-users. However, the main user should ensure that whenever employee is transferred or resigned, the sub-user account is frozen / blocked to avoid mis-utilisation.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How many sub-users can be created?,"For every principal/additional place of business, user can create maximum of 10 sub-users. That is, if tax payer has only (one) principal business place (and no additional place of business), he can create 10 sub-users. If tax payer has 3 additional places and one principal place of business (i.e., 4 places), then he can create 40 (4 X 10) sub users.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: How to generate e-way bill for multiple invoices belonging to same consignor and consignee?,"If multiple invoices are issued by the supplier to recipient, that is, for movement of goods of more than one invoice of same consignor and consignee, multiple EWBs have to be generated. That is, for each invoice, one EWB has to be generated, irrespective of the fact whether same or different consignors or consignees are involved. Multiple invoices cannot be clubbed to generate one EWB. However, after generating all these EWBs, one Consolidated EWB can be prepared for transportation purpose, if goods are going in one vehicle.",Frequently Asked QuestionsE-Way Bill,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15549",2024-07-22
Question: What is RoDTEP Scheme?,RoDTEP scheme is notified with an Objective to neutralize the taxes and duties suffered on exported goods which are otherwise not credited or remitted or refunded in any manner. The benefit is given as percentage of FOB or fixed amount per unit of measurement as prescribed in the Appendix 4R to the Notification.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Are any governing regulatory bodies there for the RoDTEP?,RoDTEP scheme is notified by the Department of Commerce. The Scheme shall be fully administered by the Department of Revenue. A separate RODTEP Policy Committee (RPC) chaired by DGFT is constituted to address residual issues related to the Scheme.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What is the effective date of claiming the RoDTEP?,RoDTEP has been made effective from 1st January 2021 in respect of those exports where intention to claim the benefit has been manifested on the shipping bills.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What is the criteria to announce the RoDTEP and whether it is available on all the products or on selective products?,"RoDTEP scheme is notified based on the classification of the products as per tariff heading at 8-digit level. The benefit is given for 8555 tariff items. However, there are some sectors i.e. steel, pharmaceuticals, chemical, textiles (covered by ROSCTL) etc. which have presently not been given benefit under the Scheme.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Where one can assess the RoDTEP Rates?,The Appendix 4R of Handbook of Procedures may be assessed to check the Rates.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Which taxes are intended to be compensated to the exporters in RoDTEP Scheme?,"The scheme intends to compensate the duties/taxes/levies at the Central, State and Local level borne on the exported product including prior stage cumulative indirect taxes on goods and services used in the production and distribution of the exported product such as: i. VAT and Excise duty on the fuel used in self-incurred transportation costs; on the fuel used in generation of electricity via power plants or DG Sets; on the fuel used in running of machineries/plant;ii. Electricity duty on purchase of electricity;iii. Mandi Tax/ Municipal Taxes/ Property Taxes;iv. Stamp duty on export documents;v. Un-creditable CGST/ SGST/ IGST/ Compensation Cess on items falling under [passenger transportation vehicles, food and beverages, rent-a-cab, works contract services, etc.]",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether Scheme is applicable only to the manufacturer and exporter of goods or to all type of exporters?,The benefit under the Scheme is available to all exporters irrespective of their status in respect of the goods manufactured in India.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What are ineligible categories under the Scheme for claiming benefit?,"Following are ineligible categories: (i) Exports of imported goods as per para 2.46 of FTP i.e. Import for Export(ii) Exports through transhipments, meaning exports originating in third country but transshipped through India(iii) Export products subject to minimum export price or export duty(iv) Products restricted for exports under Schedule 2 of Export Policy in ITC (HS)(v) Products prohibited for exports under Schedule 2 of Export Policy in ITC (HS)(vi) Deemed Exports(vii) Supplies of products manufactured by DTA units to SEZ/FTWZ units(viii) Products manufactured in EHTP and BTP(ix) Products manufactured partly or wholly in a warehouse under section 65 of Customs Act, 1962 (i.e. MOOWR etc)(x)* Products manufactured or exported in discharge of export obligation against advance authorisation or DFIA or special advance authorisation issued under a duty exemption scheme of relevant FTP(xi)* Products manufactured or exported by 100% EOU(xii)* Products manufactured or exported by any of the units situated in FTZ, EPZ or SEZ(xiii) Products manufactured or exported availing the benefit of Notification No 32/1997- Customs (i.e. jobbing transactions)(xiv) Exports for which electronic documentation in ICEGATE EDI has not been generated or exports from Non-EDI port(xv) Goods which have been taken into use after manufacture (i.e. second hand goods) *The Scheme provides that the exporters under the categories of SEZ, EOU, Advance Authorisation etc. would be covered by the Scheme at a later date.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether realisation of foreign currency for the RoDTEP benefit is necessary?,"The Scheme provides that the rebate would not be dependent on the realization of export proceeds at the time of claim of rebate. However, the rebate is allowed subject to receipt of sale proceeds within the timeframe allowed under the Foreign Exchange Management Act, 1999 failing which such rebate shall never be deemed to have been allowed.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What is the broad procedure of claiming the benefit of these e-scrips?,"The broad procedure of claiming the benefit of these scrips is as under: (i) To avail the scheme exporter shall make a claim for RoDTEP in the shipping bill by making a declaration.(ii) Once EGM is filed, claim will be processed by Customs.(iii) Once processed a scroll with all individual Shipping Bills for admissible amount would be generated and made available in the users account at ICEGATE,(iv) User can create RoDTEP credit ledger account under Credit Ledger tab. This can be done by IECs who have registered on ICEGATE with a DSC.(v) Exporter can log in into his account and generate scrip after selecting the relevant shipping bills.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: How can one create an Escrip Account?,"Escrip account can be used by the Importer/Exporter/CHA only after creating it at ICEGATE. The user has to be a valid IEC Holder registered on ICEGATE with a DSC. Below are the steps to create an Escrip Account with ICEGATE. Step 1: User can select the option of Escrip account creation by clicking on the Escrip tab under the Our Services section ofhttps://www.icegate.gov.in/ Step 2: User will be directed to the login page. After log in using valid credentials, user will be able to see the escrip option under the Financial Services on the left panel. If user is not registered they can get themselves registered as per advisory through this link: https://icegate.gov.in/Download/JavaSetupForDSC.pdfStep 3: Since the user has not created an escrip account initially, the following page will be displayed. The user can select the scheme name from the drop-down as RoSCTL or RoDTEP and click on Create Escrip Account button. Step 4: After Credit Ledger account creation is done by the user, a grid view with the following details will be displayed to the user.User can perform various operations mentioned as follows from this Home Page:Shipping bill detailsScrip DetailsTransaction DetailsScrip TransferApprove Scrip TransferAdd Scheme",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: How a user can claim the benefit of the scheme in the Shipping Bill?,"In order to claim the benefit of the RoDTEP, The exporter will have to make following declarations in the SW_INFO_TYPE Table of the Shipping Bill for each item: INFO TYPE = DTY INFO QFR = RDT INFO CODE = RODTEPY - If RoDTEP is availed RODTEPN – if not availed. INFO MSR = Quantity of the items in Statistical UQC as per the Customs Tariff Act for that item RITC INFO UQC = UQC for the Quantity indicated in INFO_MSR Additionally, for every item where RODTEPY is claimed in INFO CODE, a declaration has to be submitted in the Statement Table of the Shipping Bill as below. STATEMENT TYPE = DEC STATEMENT CODE = RD001 Submission of the above statement code for RoDTEP availed items would indicate that the exporter has made the necessary declaration, while claiming RoDTEP benefit. Based on the above declarations, system would process the eligible RoDTEP. Options have been made available in system for officers to generate RoDTEP scrolls. Once the scroll is generated, the respective amounts would be available with the exporter as credits on the ICEGATE portal. Scrips once generated will reflect in the exporter’s ledger and will be available for utilization in paying Basic Customs Duty during imports or for transfer to any other entity having IEC and a valid ICEGATE registration.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: How a user can claim the credit and generate the e-credit scrips on the online ICEGATE Portal?,"Step 1: From the Escrip Home Page, user can select SB Details Tab for scrip generation Step 2: User is provided with the feature of selecting Shipping bills/scrolls for which the scrips are to be generated. User can select RoSCTL or RoDTEP under scheme name and location. Step 3: An error message will be displayed if the scheme is not selected since it is a mandatory field. Step 4: User can view and select the shipping bills and can click on Generate Scrip button to generate scrip. User can select all the shipping bills at once by checking box in first row. Step 5: Scrip will be generated for the selected shipping bill/ scroll. After successful Scrip Creation the following message will be displayed on the screen. Scrip No.:XXXXXXXXXX has been generated successfully",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What is the procedure for transfer of the e-credit scrips?,"Any user who has created an Escrip account can transfer a scrip to another user. The user to which the scrip is to be transferred also needs to have a valid Escrip account. Below are the steps for scrip transfer: Step 1: From the Escrip Home page, user can select the Scrip Transfer tab to transfer a particular scrip to any other user. Step 2: It is mandatory to select a scheme, RoDTEP or RoSCTL in order to select the scrips to be transferred.After that, the user can select the appropriate scrip to be transferred from the generated scrips. The list of the generated scrips is available in the drop-down menu along the Scrip Available Option. Step 3: After appropriate scrip selection, user can view scrip amount and enter IEC of the user to which the scrip is to be transferred. These details, of the IEC holder to whom the user wants to make transfer, can be entered in the textbox alongside Transfer To option. Step 4: OTP is generated and sent to the user who has initiated the transfer on the registered mobile number and email ID. It has to be entered by that user to transfer the scrip successfully. This OTP is valid for a window of 15 minutes only. An error message will be displayed to the user if wrong OTP is entered. Step 5: After successfully transferring the request, Scrip will be viewed in a grid on the same page. User who has initiated the transfer scrip request can cancel the request at this stage using the cancel button. Approve Scrip Transfer Request Step 1: An approval request is sent to the IEC for whom transfer request has been initiated by the user. This IEC holder who has to approve the request needs to login, select Escrip tab under Financial Services. He will have to create an Escrip account if not already created. Step 2: From the Escrip Home page, the user to whom a scrip is transferred can approve/cancel the transfer scrip request by clicking on the Approve Scrip Transfer tab. Step 3: User can view all scrips, which are requested to be transferred to him. User can cancel the request as well by clicking on the cancel button, if does not wish to accept the scrip. Step 4: The transferee can approve the transfer scrip request after clicking the approve button, Transfree has to fill a valid OTP. After clicking the Approve button, the transferee is directed to fill OTP. This OTP is generated and sent to the transferee over registered Mobile number and email ID and is valid only for 15 minutes. In case, the user fails to enter a valid OTP in 15 minutes, the user is redirected to generate a new OTP. Step 5: The Scrip will be transffered to Transfree after successful OTP validation. Message is also generated and displayed on the screen: Scrip XXXXXXXXXX has been transferred Successfully",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What is the declaration that needs to be filed at the time of filing the Shipping Bill?,"At the time of filing the shipping bill under the RoDTEP scheme, following declaration must be filed: I/We, in regard to my/our claim under RoDTEP scheme made in this Shipping Bill or Bill of Export, hereby declare that: I/ We undertake to abide by the provisions, including conditions, restrictions, exclusions and time-limits as provided under RoDTEP scheme, and relevant notifications, regulations, etc., as amended from time to time. Any claim made in this shipping bill or bill of export is not with respect to any duties or taxes or levies which are exempted or remitted or credited under any other mechanism outside RoDTEP. I/We undertake to preserve and make available relevant documents relating to the exported goods for the purposes of audit in the manner and for the time period prescribed in the Customs Audit Regulations, 2018.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether ledger to be maintained at GSTIN level or IEC level?,The ledger should be maintained at IEC level.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether benefit is available even if the consideration is received in INR instead of convertible foreign exchange?,There are no restrictions on realization of amount in INR and the exporters can claim the benefit of the Scheme.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: A merchant exporter procuring goods for exports @ 0.1.%& under GST. Can he claim RoDTEP?,Benefit of RoDTEP could be claimed in respect of the goods directly exported from India to outside India in respect of goods manufactured in India.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether goods can be exported on payment of GST while claiming the benefit of RoDTEP?,"Yes, there are no restrictions of making export of goods on payment of GST simultaneous to claiming benefit of RoDTEP.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: What would be the implications on Capital goods imported under EPCG license to neutralise the BCD cost?,"The restriction under the Scheme does not cover the capital goods imported under EPCG Scheme. Thus, exporter may continue to claim the benefit of EPCG and RoDTEP simultaneously.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether RoDTEP would be credited in exporters’ bank account similar to duty drawback?,RoDTEP would be issued in the form of transferrable e-scrips which will be maintained in an electronic credit ledger by the CBIC and could be used for paying Basic Customs Duty on import of goods or may be transferred electronically to other party. The benefit will not be in the form of direct credit to the bank account.,Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
"Question: If an exporter has not been able to mention the option of claiming RoDTEP in shipping bills in respect of the past transactions, what should he do now?","W.e.f. 01.01.2021, it is mandatory for the exporters to indicate in their Shipping Bill whether or not they intend to claim RoDTEP on the export items. It has been categorically specified by the CBIC that, if RODTEPY is not specifically claimed in the Shipping Bill, no RoDTEP would accrue to the exporter.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Can a textile exporter claim ROSCTL along with RoDTEP?,"It is pertinent to note that RoSCTL Scheme is eligible for the export of apparels and made-ups only, i.e., the textile goods covered under Chapter 61, 62 & 63 of the HS Tariff Code. Hence, for exports of apparels and Made-ups RoDTEP is not available, if such products are covered under the RoSCTL. For other textile items, RoDTEP may be claimed at the prescribed rates.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Is the benefit of RoDTEP is available on merchanting transactions?,"In case of merchanting transaction, the movement of goods commences and concludes outside India. These are covered in the ineligible categories for the benefit of RoDTEP.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether RoDTEP benefit can be claimed for the services provided outside India?,"The benefit under the scheme can be claimed only in respect of the duties/ taxes/ levies etc. borne on the exported product either used for production of the exported product or for its distribution. Therefore, the present scheme does not allow the benefit in case of service exports outside India.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
"Question: If a product of an exporter has not been covered in the RoDTEP Scheme, what he should do?","The RoDTEP scheme operates under the budgetary framework wherein the budget would be derived towards this scheme for each financial year and necessary calibrations and revisions shall be made to the scheme benefits, as and when required. As is provided in DGFT Notification No. 19/2021 efforts would be made to review the RoDTEP rates on an annual basis and to notify them well in advance before the beginning of the financial year. Therefore, if any sector or goods are not covered under the scheme or the quantum of benefit is low as compared to the actual cost of taxes incurred, then a timely representation may be filed before the Ministry for consideration at the time of next review.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether there is concept of special rate fixation under RoDTEP similar to the special brand rate of drawback?,"No, as per the Notification No. 19/2021 Dt. 17.08.2021, it is seen that presently there is no mechanism to fix a brand rate as in the case of drawback based on the actual cost incurred by the exporters on account of various taxes and levies. Further, since the claim processing is automated based on the details submitted in the shipping bill, it looks that presently no option is provided for the exporter to compute the benefit on a brand rate basis of the actual cost.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: There are some exporters who have been classified as ‘risky’ and their GST Refunds and Drawback are withheld till the risky tag is removed. What would be impact on the RoDTEP benefit on such exporters?,"The Notification No. 19/ 2021 clearly speaks that necessary provisions would be provided for suspension/ withholding of the RoDTEP in case of frauds and misuse, as well as imposition of penalty will be built suitably by the CBIC.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
Question: Whether e-commerce exports will be eligible for RoDTEP benefit?,"The benefit of the scheme may be eligible provided there is a physical export of the goods from an EDI port. Also, the corresponding shipping/ Airway bill must be in the name of the exporter.",Frequently Asked QuestionsRoDTEP SCHEME,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,23222",2024-07-22
