title,page_content,article_published_date,author,url
Dive into decadence with Gold by ICW's irresistible creations on World Ice Cream Day,"Indulge in the ultimate celebration of sweetness and delight on World Ice Cream Day, a day dedicated to one of the most beloved treats across the globe. On this special occasion, honour the rich history, diverse flavours, and joyful moments that ice cream brings. From classic vanilla to exotic gourmet creations, ice cream has the unique ability to evoke childhood memories and create new, delectable experiences.Embark on a journey through the finest offerings, innovative creations, and exclusive events designed to elevate your ice cream experience to new heights. Whether you're a long-time aficionado or a curious newcomer, there's something extraordinary waiting for you in every bite. Chocolate in gold perfection This opulent treat features silky chocolate ice cream adorned with layers of rich chocolate truffles, golden caramel swirls, and crunchy praline pieces. Crowned with a generous dollop of whipped cream and a drizzle of premium chocolate sauce, this sundae is finished with a dusting of edible gold flakes for a touch of glamour. Indulge in the exquisite harmony of flavors and textures that make this dessert a true masterpiece, perfect for those who seek the finest in sweet perfection.Nutella Toastie SundaeDelight in the ultimate comfort dessert with Nutella Toastie Sundae. This nostalgic creation features creamy hazelnut ice cream topped with warm, toasted brioche bites filled with gooey Nutella. Drizzled with rich Nutella sauce and sprinkled with crushed hazelnuts, this sundae is crowned with a dollop of vanilla ice cream, whipped cream and paired with a luscious nutella sauce. Perfectly blending the warmth of a classic toastie with the coolness of ice cream, this sundae offers a unique and indulgent twist on a beloved favorite.Sugar-Free Chocolate Sundae: Bitter About YouThis decadent dessert caters to health-conscious chocolate lovers, offering rich, dark chocolate flavours without any added sugar. Layers of rich sugar-free chocolate ice cream nestled between decadent sugar-free chocolate sauce and a sprinkle of your choice of toppings. Each bite is a delightful balance of bitterness and sweetness, thanks to the use of natural sweeteners. This sundae is the perfect way to celebrate any occasion or simply treat yourself to a satisfying and guilt-free indulgence.",2024-07-16,"Our Bureau, Mumbai",https://www.fnbnews.com/Top-News/dive-into-decadence-with-gold-by-icws-irresistible-creations-on-world-ice-cream-day-79057
Confederation of Indian Industry & Hyatt Hotels launches industry led hospitality programme,"Under a significant initiative for skill development in the Indian hospitality industry, Confederation of Indian Industry (CII) is launching an 18-month Vocational Education and Training (VET) Swiss Professional Diploma programme in collaboration with EHL and Hyatt Hotels in Delhi NCR and Lucknow.Students who have completed their Class 12 can enrol for this programme which is being delivered at premium Hyatt properties including Hyatt Regency (Delhi), Hyatt Regency (Lucknow), Andaz (Delhi) and Grand Hyatt (Gurugram). At present, there are over 500 students undergoing training by CII at other hotels across India. CII also assures job placements to its students upon their successful completion of the Swiss Professional Diploma. Sunjae Sharma, managing director, India & Southwest Asia, Hyatt Hotels, said, “At a time when India is emerging as a global leader in the hospitality industry, there is significant growth potential for the youth of India who choose the VET by EHL programme, offered by the Confederation of Indian Industry. We are proud to be the first international hotel chain company in India to collaborate with CII and EHL for this initiative and to contribute to training a new generation of hoteliers. I am confident that the learning and training imparted at Hyatt will enable these young minds to stand out in this competitive sector and achieve their dreams.” Aman Aditya Sachdev, director & regional head at EHL for South Asia, Middle East & Myanmar, said, “The VET by EHL programme is based on principles of the world-renowned Swiss Competency Framework and has been developed by EHL subject matter experts and faculty members, as well as with global industry feedback. The objective of the program is to prepare the youth worldwide for frontline job roles in the hospitality industry at global standards. Students of the program in India will be at a significant advantage with future employers, in global mobility and in their career progression. They will acquire the relevant knowledge and competencies required by the industry at par with international programs. We are excited to launch the VET by EHL programme at multiple Hyatt Hotels across India. The programme shall be delivered in coordination with the CII Institute of Hospitality; CII and EHL have established a long-term strategic partnership in India for the skilling of the youth for the hospitality sector.” Sougata Roy Choudhury, executive director, Confederation of Indian Industry, said, “With the rapidly expanding hospitality industry in India and many other countries, there is an unprecedented requirement of skilled professionals. Also, the youths’ interest in long duration courses is dwindling. Hence, CII, as an Industry body has stepped in to bridge this gap through the VET by EHL Swiss Professional Diploma initiative, that offers practical training by industry experts at renowned and luxurious Hyatt hotels. We ensure students are job-ready from day one, and upon completing this 18-month diploma, they secure placements in top hotels and restaurants worldwide.”",2024-07-16,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/confederation-of-indian-industry--hyatt-hotels-launches-industry-led-hospitality-programme-79056
350 participants compete in AHP Hospitality Challenge 2024,"The seventh edition of the AHP Hospitality Challenge 2024, organised by Association of Hospitality Professionals (AHP), has concluded with resounding success. This event, themed ‘Sustainability’, showcased the exceptional skills and creativity of hospitality professionals across various competitions, cementing its status as a cornerstone of the industry.The AHP Hospitality Challenge 2024, will culminate with the AHP Hospitality Excellence Awards, scheduled for July 25, at the Airforce Auditorium in New Delhi. This event will honour the winners and celebrate their remarkable achievements, bringing together industry professionals, experts, and enthusiasts for an evening of recognition and celebration.It brought together over 350 participants from across the country, competing in 20 diverse categories. The event kicked off with the Front Office Master competition and continued with three days of intense culinary battles, culminating in the second phase, which featured four unique competitions: The War of Spirits, Art of Table Setting, Art of Bed Making, and Art of Towel Folding.The War of Spirits and Art of Table Setting competitions took place at Surya Hotel, New Delhi. The War of Spirits saw 30 talented bartenders crafting innovative and delectable cocktails that left the judges in awe. Chief of the Jury, G.P. Gautam, praised the participants for their exceptional mixology skills and creativity.In the Art of Table Setting competition, 25 participants demonstrated their expertise in creating visually stunning table arrangements. Their attention to detail and artistic flair impressed the judges and highlighted the high standards of the industry.At The Park Hotel, New Delhi, the Art of Bed Making and Art of Towel Folding competitions showcased the talents of over 70 professionals. Vaneeta Arora, chief of the jury for the Housekeeping competitions, expressed her admiration for the outstanding performances and the meticulous displays of craftsmanship.Devipshita Gautam, founder & general secretary of Association of Hospitality Professionals, said, ""We are thrilled with the success of AHP Hospitality Challenge 2024. This year’s theme of sustainability underscores our commitment to fostering environmentally responsible practices in the hospitality industry. The exceptional talent and creativity displayed by the participants have truly set new benchmarks, and we look forward to celebrating their achievements at the upcoming awards ceremony.""Vinod Gulati, president of Association of Hospitality Professionals, said, ""The AHP Hospitality Challenge 2024 has been a testament to the incredible talent and innovation within our industry. The AHP Hospitality Challenge has not only provided a platform for recognition but has also fostered learning, growth, and camaraderie within the industry. The event has highlighted the endless possibilities and bright future of the hospitality sector, inspiring participants and attendees alike. Our participants have shown that sustainability and excellence can go hand in hand, paving the way for a brighter, more responsible future in hospitality.""",2024-07-16,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/350-participants-compete-in-ahp-hospitality-challenge-2024-79055
Govt to exclude Kabuli chana from scope of stock limit on CAIT plea,"The Central Government has decided to exclude Kabuli chana from the scope of stock limit on the request of CAIT, the national body of traders. It is learnt that the government has withdrawn the decision due to the intervention made by CAIT secretary-general and MP Praveen Khandelwal. Confederation of All India Traders (CAIT) state general secretary Maharashtra Shankar Thakkar has said that on June 21, the Central Government had hastily imposed stock limit on toor dal, chana and Kabuli chana to control the rising prices of pulses.""A delegation of traders, concerned with this news, especially the stock limit on Kabuli chana, met Khandelwal ji and requested him to intervene, "" said Thakkar.And subsequently, the decision was withdrawn. He added thay this move of the government can help in easing the export of Kabuli chana to foreign markets, as it is an export item. ""Kabuli chana produced in India is of very special quality. It is an expensive product compared to Desi chana. And it is exported on a large scale,"" said Thakkar.Thakkar further said that India will continue the export of Kabuli chana and farmers would get better remuneration of their farm produce.",2024-07-16,"Ashwani Maindola, New Delhi",https://www.fnbnews.com/Top-News/govt-to-exclude-kabuli-chana-from-scope-of-stock-limit-on-cait-plea-79050
"Agri Wings empowers VLEs with quality training, loan assistance, drones, and DGCA certification","AgriWings, a leader in precision agriculture drone spraying services, is making strides to revolutionise the agricultural landscape through its Village Level Entrepreneur (VLE) channel. This initiative aims to empower rural youth, providing them with the tools, training, and support necessary to succeed as entrepreneurs in the agricultural sector.It is dedicated to equipping VLEs with the knowledge and skills required to thrive. The training encompasses various aspects of agricultural entrepreneurship, focusing on quality management and adherence to Standard Operating Procedures (SOPs). By ensuring proper SOPs, it guarantees that VLEs maintain high standards in their operations, fostering trust and reliability. Recognizing the financial hurdles faced by many aspiring entrepreneurs, it offers comprehensive loan processing assistance. This support makes it easier for VLEs to access the necessary funds to kickstart their ventures. By simplifying the loan process, it removes a significant barrier to entry, paving the way for more rural youth to become successful entrepreneurs. Technical training is a cornerstone of the initiative. The organisation provides extensive training on the use of agricultural drones, a technology that has the potential to transform farming practices. This training ensures that VLEs are well-versed in operating drones, and optimizing their use for various agricultural applications. To further enhance the capabilities of VLEs, it offers training under the Directorate General of Civil Aviation (DGCA) guidelines. This includes obtaining the Remote Pilot Certificate (RPC), a crucial credential for operating drones commercially. The DGCA training ensures that VLEs meet the regulatory standards, enhancing their credibility and operational efficiency. One of the most promising aspects of the initiative is the potential to revolutionise income generation for farmers. With just one drone, farmers have the opportunity to generate annual earnings of up to Rs 7-8 lakhs, marking a substantial enhancement in their financial stability and prosperity. Success stories from early adopters highlight the transformative impact of drone technology on their livelihoods. Vidur Varma, CEO at AgriWings, said, “AgriWings' VLE channel is a groundbreaking initiative that combines technology, training, and financial support to empower rural youth and transform the agricultural sector. By providing comprehensive training and support, AgriWings is paving the way for a new generation of successful agricultural entrepreneurs. We also aim to encourage youth to see the drone industry as a viable and rewarding career path.”",2024-07-16,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/agri-wings-empowers-vles-with-quality-training-loan-assistance-drones-and-dgca-certification-79054
Chef Kartik appointed regional chef at Azure Hospitality,"Azure Hospitality has appointed chef Kartik as regional chef. With a distinguished career and a wealth of experience, chef Kartik is set to elevate the culinary experiences across its diverse establishments.His culinary journey began with a Bachelor in Hotel and Hotel Administration from IHM Kufri, Shimla, India. His foundational education at Mount Abu Public School in Delhi fuelled his passion for culinary excellence. Starting his career as a commis at Trident Bandra Kurla, Mumbai, he swiftly climbed the ranks, taking on roles such as chef de partie, junior sous chef, and sous chef at prestigious institutions like The Oberoi Hotels & Resorts India and Atmosphere Hotels and Resorts in the Maldives. These experiences enriched his expertise in various culinary arts facets.In his most recent role as executive sous chef at Pahli Hill, Riyadh Saudi Arabia, chef Kartik played a pivotal role in the restaurant's success. He spearheaded a major a la carte menu, meticulously planned the kitchen setup, and ensured top-notch standards in crockery and cutlery selection. Leading a team of 17, he emphasized continuous training and development, streamlined kitchen operations, and maintained impeccable quality, consistency and hygiene standards.His dedication to guest service management is exceptional, creating tailor-made menus for special occasions and receiving accolades such as CEO of the Year 2018 and exceptional ratings in appraisals from 2016 to 2020. His collaborations with industry giants like chef Pavinder Bali, chef Sweety Singh, and chef Osama Jalali highlight his commitment to preserving culinary heritage while pushing the boundaries of Indian cuisine with promotional menu and pop ups.As regional chef, he will be handling pan-India operations for its specialty Indian restaurants, leading a team of over 300 members. His extensive experience working with diverse nationalities and dynamic kitchen environments brings fresh perspectives and innovation, poised to elevate dining experiences across its portfolio.",2024-07-16,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/chef-kartik-appointed-regional-chef-at-azure-hospitality-79053
Crimson Hotels opens two new properties in Bhutan,"Crimson Hotels Private Limited, a company that specialises in operating luxury and boutique hotels, franchising hotel brands, and conceptualising greenfield projects, has announced its expansion into the Kingdom of Bhutan. The company has opened two new Hotels, ‘Econostay Lhaki Yangchak Residency’, Thimpu and ‘Econostay Lhaki Yangchak Residency’, Paro in the ‘Land of Happiness’. With the addition of these two new Hotels in Bhutan, the group now has eight operational hotels in three countries. The other two being in India & Nepal. Sandeep Maitraya, director, Crimson Hotels Pvt. Ltd., said, ""Bhutan represents a significant opportunity for Crimson Hotels to tap into a market that values cultural richness and natural beauty. Our new Econostay properties in Thimpu and Paro will cater to the growing demand for high-quality accommodations in Bhutan, offering travellers unique and memorable experiences. This expansion underscores our commitment to providing exceptional hospitality services in diverse markets while promoting sustainable tourism."" This strategic move marks a significant milestone in its journey, enhancing its portfolio with these exquisite additions in one of the most serene and culturally rich destinations in the world.",2024-07-16,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/crimson-hotels-opens-two-new-properties-in-bhutan-79052
Meliá Chiang Mai celebrates ‘slow travel’ with long-stay perks,"As an increasing number of travellers embrace ‘slow travel’, Meliá Chiang Mai is offering a host of benefits ranging from discounts on spa and dining to access to its executive lounge. For stays of seven days or more, the urban hotel’s ‘travel slow in Chiang Mai’ package affords guests daily 20% discounts on YHI Spa treatments, minibar items, laundry, and food and beverage at the hotel’s two restaurants, two bars, lobby lounge and in-room dining.Drawing on Meliá’s Spanish origins and celebrating Spain’s famed gastronomy, its dining landscape features restaurants Mai Restaurant and Bar and Laan Na Kitchen, bars Mai The Sky Bar and Tien Pool Bar, and lounges Ruen Kaew and The Level Lounge; the latter a 21st-floor executive lounge with panoramic views of the city.Featuring seven treatment rooms designed in an underwater theme and a Thai herbal sauna and steam, YHI Spa uses ancient Asian healing wisdom combined with modern wellness techniques. Its broad spectrum of treatments includes massages, body scrubs and wraps, facials, hydrotherapy, manicures and pedicures.Guests staying in The Level Room categories, including The Level Premium Room, The Level Premium Corner Room, The Level Suite and The Level Presidential Suite, also enjoy exclusive access to 21st floor The Level Lounge, which offers all-day snacks and beverages accompanied by panoramic vistas of the city and famed Doi Suthep Temple on the mountaintop to the west.The executive lounge’s amenities and experiences include a private breakfast service from 7-10.30am, afternoon tea from 2.30-4pm, and cocktails and canapes for adults only from 5-7pm.Tucked under the hotel’s 22nd floor 360-degree rooftop bar Mai The Sky Bar, the highest bar in Chiang Mai, The Level Lounge is a visual marvel. Guests enter the venue under an arch that pays homage to a nearby temple. In a salute to Chiang Mai’s Bo Sang Umbrella Village, large installations of illuminated umbrella ribs cling to the ceiling. Various artworks of umbrella canopies hang on the walls, such as those made from antique Chiang Mai textiles. Fresh complimentary fruits in the room on arrival and a late check-out until 2pm are also among long-stay benefits.Marc Selinger, Meliá Chiang Mai’s general manager, said, “If you want to stay in one place for longer on your travels, Chiang Mai is the ultimate slow travel destination due to so much to see and do, ranging from the Old Town and incredible Buddhist temples to bustling markets and then elephant sanctuaries and night safaris. Our ‘Travel Slow in Chiang Mai’ experience encourages travellers and digital nomads to make the most out of their time in this charming historical city and its reinvigorating mountainous surrounds with all sorts of pampering perks at our hotel.”",2024-07-16,"Chiang Mai, Thailand",https://www.fnbnews.com/Top-News/meli-chiang-mai-celebrates-slow-travel-with-longstay-perks-79051
Burgers reign supreme at The Anam Cam Ranh’s ‘Burger Day’,"The Anam Cam Ranh’s casual dining hangout Beach Club has unveiled an irresistible dining experience dedicated to the quintessential comfort food, the humble burger.Every Monday from 12pm to 3pm on the resort’s beach lawn overlooking Long Beach’s white sand and aquamarine waters, the Beach Club’s chefs fire up their barbecues for ‘Burger Day’, offering diners a choice of four delectable burgers.The ‘Wagyu Beef Burger’ comprises a Wagyu beef patty, cos lettuce, tomato, pickles and garlic mayo sauce. The ‘Crispy Chicken Burger’ features deboned crispy chicken thigh, cos lettuce, tomato and thousand island sauce.For a Vietnamese take on a burger, the ‘Char Siu Banh Mi’ is a Vietnamese baguette with pork meatloaf, grilled char siu, herbs, pickles and BBQ sauce. The ‘Char-grilled Beef Banh Mi’ is also a Vietnamese baguette with char-grilled lemongrass and chili beef, coriander, pickles and beef jus.Each burger is accompanied with fries, a fruit bowl and either a soft drink or Saigon Beer.Laurent Myter, Anam Group’s group general manager, said, “Burgers are the best, particularly when they are what we call real burgers. In a far cry to the scourge of fast food, at The Anam Cam Ranh we make the burger buns and baguettes fresh from scratch, the meat is quality - juicy and tender - and the likes of lettuce, tomatoes and coriander are farm-to-table fresh.”",2024-07-15,"Cam Ranh, Vietnam",https://www.fnbnews.com/Top-News/burgers-reign-supreme-at-the-anam-cam-ranhs-burger-day-79048
Chaat Bistro brings the soul of Indian street food to Jaipur,"Chaat Bistro by Mayori, Jaipur’s latest food venture, is set to open its doors, offering an unparalleled journey of Indian street food. Located in the heart of Jaipur, it is a promising unique dining experience that celebrates the rich varieties of flavours that define Indian cuisine.Every dish is a story, that unfolds the journey of Indian street food from the bustling lanes of Mumbai to the vibrant markets of Ahmedabad. The restaurant is adorned with a beautiful map of India, reflecting the diverse culinary heritage of the nation. This visual journey complements the food adventure.The menu is a harmonious fusion of tangy, spicy, and sweet flavours, summing up the very essence of Indian cuisine. Each dish is crafted to perfection, offering a burst of flavour that is both simple and soulful. The diverse menu features specialties from Mumbai, Kolkata, Indore, Ahmedabad, Banaras, Jaipur, and Chennai, showcasing the rich culinary traditions of these vibrant cities. From Mumbai’s Masala Pav to Chennai’s Millet Bhel, Jaipur ki shaan Kachori Chaat to Makhan Toast Banaras ki galiyon se, every bite is a celebration of India’s culinary diversity. To ensure authenticity, we source our ingredients from their actual origins, bringing the true essence of each region to your plate.Vrinda Agrawal, founder, Chaat Bistro, said, “We are thrilled to bring Chaat Bistro to Jaipur. Our creation is more than just a meal its gateway to nostalgia our aim is to provide our guests with an authentic experience of Indian street food. We believe that food is not just about taste but also about the stories and traditions that it carries. At Chaat Bistro, we strive to create a culinary canvas that narrates these stories through our diverse and flavourful menu.""",2024-07-15,"Our Bureau, Mumbai",https://www.fnbnews.com/Top-News/chaat-bistro-brings-the-soul-of-indian-street-food-to-jaipur-79047
Platform 65 celebrates 1st anniversary of Vizianagaram Branch,"Platform 65, India's largest toy train-themed restaurant, marked its 1st anniversary celebration in Vizianagaram on July 6, 2024. As part of the celebration, it has introduced special offers throughout the celebration week as a token of appreciation to its customers. The anniversary celebration not only highlighted the restaurant's success but also reinforced its dedication for providing exceptional dining experiences and fostering a strong bond with its community of customers.These exclusive offers were a way of thanking the community for their continued support and love. This gesture aims to make each visit on the special day truly memorable for all patrons.Sadgun Patha, managing director and founder of Platform 65, said, “We were happy to celebrate our first anniversary in Vizianagaram and extend our heartfelt thanks to our customers for their unwavering support. This week-long celebration and the special offers are our way of expressing gratitude and celebrating this milestone together with our community.""Roja Edumbilla, branch executive director, Platform 65 in Vizianagaram, said, ""It's been an incredible journey serving our patrons here in Vizianagaram. This anniversary is a testament to the warmth and support we've received from our guests, and we look forward to creating more memorable experiences together.""",2024-07-15,"Our Bureau, Mumbai",https://www.fnbnews.com/Top-News/platform-65-celebrates-1st-anniversary-of-vizianagaram-branch-79046
Unveiling heirloom recipes at Ummrao with chef Sima Ahmed at Courtyard by Marriott Mumbai International Airport,"The Courtyard by Marriott Mumbai International Airport, in association with Gormei - curators of culinary experiences, unveils ‘Nawabs Table’ - the ultimate dining sojourn curated by the acclaimed Masterchef Season 8 ‘Top 12’ contestant chef Sima Ahmed. Ummrao, the celebrated restaurant at the hotel, invites guests on a culinary voyage, taking place from July 12 to 21, 2024. This exclusive pop-up experience will transport diners to the heart of Awadh, a historical region in North India renowned for its exquisite cuisine, steeped in rich history and culinary artistry.Tracing her culinary roots to medieval Yemen, chef Ahmed recreates the cuisine of ancient Awadh in North India like casting a magic spell. The curated menu features a symphony of courses, from warm & comforting shorbas (soups), and melt-in-your-mouth kebabs, to Awadhi curries, chef's special treasures and desserts fit for royalty. Begin your journey with the Mutton Paya Shorba, a warm and flavourful broth simmered with mutton trotters. Experience the Do Rukha Dal Kebab, a vegetarian marvel crafted from masoor and chana dal, offering an explosion of textures. Meat lovers can indulge in the Kufal Meva Kebab, a melt-in-your-mouth Chicken kebab delicately stuffed with dry fruits and pomegranate seeds and seasoned with an aromatic spice blend.  A true highlight is the Jhinga Rickaucha, chef Ahmed’s favourite, featuring succulent prawns enveloped in fragrant arbi leaves, showcasing the regional influences on Awadhi cuisine.Immerse yourself in the rich depths of flavour with the Nukti Mutton Haleem, a slow-cooked masterpiece where mutton, lentils, and wheat are combined into a flavorful paste, infused with a symphony of aromatic spices. Craving something milder? The Murgh Chandi Kaliyan offers a delightful option – chicken cooked in a creamy cashew-based gravy, a testament to the delicate balance of Awadhi flavours. Conclude your royal experience with a touch of sweetness. Savour the exotic Seb Ki Kheer, an Ottoman Sultani dessert, or the decadent Makhandi Halwa, a rich concoction of semolina simmered with caramelized sugar, nuts, and khoya, a true indulgence for the senses. “Awadh cuisine is a love letter to slow cooking and aromatic spices. I'm thrilled to share my family's heirloom recipes. Our Yemeni ancestry found its way into our kitchens - passed down for generations - combined with the rich culinary heritage of Awadh,"" said chef Ahmed.",2024-07-15,"Our Bureau, Mumbai",https://www.fnbnews.com/Top-News/unveiling-heirloom-recipes-at-ummrao-with-chef-sima-ahmed-at-courtyard-by-marriott-mumbai-international-airport-79045
"AIC-CCRI-CED initiates Brewing Connections, calls for a networking meeting on July 18 with coffee start-ups","Atal Incubation Centre (AIC) established at the Coffee Board head office Bengaluru in collaboration with Central Coffee Research Institute (CCRI), Centre for Entrepreneurship Development (CED) and Atal Innovation Mission is a Technology Business Incubator that aims to nurture innovative start-ups in the coffee sector. AIC-CCRI-CED is organising a networking meeting on Thursday July 18, 2024, from 2.30pm to 5pm at its premises.The Centre has said that interested start-ups, industry experts, investors and startup ecosystem enablers are hereby invited to attend this meeting. The participants now need to provide the relevant information. AIC-CCRI-CED team will communicate the confirmation reviewing the information furnished by the participants. The last date for applications is July 15.  Praveen H J, CEO, AIC-CCRI-CED, said, “The incubation services have state-of-the-art incubation facilities. There is a large mentor pool. There is a capacity building programme, opportunities for professional networking, market access, funding and investor contacts.”",2024-07-15,"Our Bureau, Bengaluru",https://www.fnbnews.com/Top-News/350-participants-compete-in-ahp-hospitality-challenge-2024-79044
"FSSAI makes use of its test methods mandatory for fortified rice, rice kernel","The food authority has issued an order making it mandatory to use FSSAI test methods for testing of fortificants (iron, Vitamin B9 and Vitamin B12) in Fortified Rice, Fortified Rice Kernel and Vitamin-Mineral Premix for Fortified Rice Kernel.The order says that all the FSSAI notified Food Testing Laboratories approved for testing of fortificants (Iron, Vitamin B9 and Vitamin B12) in Fortified Rice (FR), Fortified Rice Kernel (FRK) and Vitamin- Mineral Premix for Fortified Rice Kernel are directed to mandatorily use FSSAI approved test methods only, published vide orders dated September 8, 2022, November 7, 2023, and November 9, 2023. Further, the order adds that all those approved laboratories which have SOP test methods (based on FSSAI methods) for testing of fortificants (Iron, Vitamin B9 and Vitamin B12) in FR, FRK and Premix for FRK in their accredited scope are directed to include the FSSAI test methods in their scope within 4 months from the issue of this order. ""The laboratories which will fail to comply with the above mentioned directions will be delisted/ removed from the approved list of laboratories for testing of fortificants (Iron, Vitamin B9 and Vitamin B12) in FR, FRK and Premix for FRK,"" the order concluded.",2024-07-15,"Ashwani Maindola, New Delhi",https://www.fnbnews.com/Top-News/fssai-makes-use-of-its-test-methods-mandatory-for-fortified-rice-rice-kernel-79049
Fortune Hotels inks an operating agreement for Fortune Select hotel in Ayodhya,"Fortune Hotels, a member of ITC’s hotel group, has announced the signing of Fortune Select Airport Road, Ayodhya, Uttar Pradesh. This significant step marks the brand’s commitment to addressing mid to upscale hospitality needs at pilgrimage destinations by the way of its exceptional services.Pegged to open doors to guests in FY 27-28, it is strategically located within comfortable driving distance from the upcoming Ayodhya International Airport and the glorious temple. The hotel will be home to 123 well-appointed rooms, an all-day dining restaurant, a banquet hall, and other allied facilities. It is poised to cater to the increasing influx of tourists to Ayodhya and near-by destinations of worship.Samir MC, managing director, Fortune Hotels, said, “Needless to say, this is an important milestone in our expansion strategy. Pilgrimage destinations have been a conscious choice in our growth journey that includes high-potential tier-two and three markets, with our existing presence in key pilgrimage locations, to name a few like Tirupati, Katra, Amritsar. Ayodhya's transformation into a leading tourist destination is a unique opportunity to enhance hospitality infrastructure, and we look forward to creating exceptional guest experiences capturing Ayodhya's rich cultural heritage and spiritual essence. Additionally, Ayodhya's proximity to the spiritual capital of India, Varanasi and Lucknow the culturally rich state capital, gives travellers an additional reason to extend their visit and enjoy a memorable travel circuit.”",2024-07-15,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/fortune-hotels-inks-an-operating-agreement-for-fortune-select-hotel-in-ayodhya-79043
Sunfeast Marie Light enchants devotees at Puri Rath Yatra with 'Sunfeast Surjyalay’,"Rath Yatra is a monumental event that attracts countless devotees from across the country to witness and participate in the awe-inspiring procession of Lord Jagannath, Balabhadra, and Subhadra. The sun, which symbolises energy, vitality, and life, is central to both the festival and the brand as the Sunfeast Marie Light biscuits are made from sun-kissed wheat. The brand hopes to bring these values to the forefront, enhancing the festival experience for all attendees. Continuing its efforts to delight consumers in Odisha, the brand has set-up a unique ‘Sunfeast Surjyalay’ experience zone to capture the grandeur of the Rath Yatra and highlight the sun's immense significance during the event. In the Rath Yatra festival, not many get a chance to pull the actual Rath. Picking on this insight, the brand has designed the experience zone where several engaging activities are planned for the nine-day festival starting from July 7. The highlight of the zone is the ""Pulling the Rath"" where devotees get an opportunity to virtually pull three Raths together drawing parallel to the actual experience at the event. Devotees also get a chance to capture memorable moments of pulling the Rath, and an opportunity to cherish these moments for a long time. Adding a divine touch to their festival experience, participants will receive solar cards featuring Lord Jagannath image, which will come to life and will fill it with sunrays when viewed in sunlight. Through these engaging activities, the brand aims to create a deeper connection with the people of Odisha while celebrating the vibrant cultural tapestry of the state. Popular Odia actress Elina Samantaray visited The Sunfeast Surjyalay experience zone, extending her support at the Puri Rath Yatra. She was seen participating in the various activities planned at the event. Ali Harris Shere, chief operating officer, biscuits & cakes cluster, foods division, ITC Ltd., said, “We are excited to be a part of the Puri Rath Yatra 2024, a festival that beautifully showcases the rich cultural heritage of Odisha. Through the unique Sunfeast Surjalay experience zone, Sunfeast Marie Light has innovatively captured the significance of the Sun for the Rath Yatra festival as well as for the brand while making the Rath pulling experience more accessible and inclusive for devotees.”",2024-07-15,"Our Bureau, Bengaluru",https://www.fnbnews.com/Top-News/sunfeast-marie-light-enchants-devotees-at-puri-rath-yatra-with-sunfeast-surjyalay-79042
Celebrate World Kebab Day with beer & kebab extravaganza at Hyatt Place Jaipur,"Hyatt Place Jaipur has announced a special celebration of World Kebab Day with an exclusive beer & kebab event, running from July 6 to 14, 5pm to 11pm daily. This unique culinary experience promises to be a delight for food and beverage connoisseurs, offering a fusion of traditional kebabs with innovative cocktail pairings.Guests can indulge in a perfect combination of mouth-watering kebabs paired with a selection of premium beers. The menu features an array of both vegetarian and non-vegetarian kebabs, crafted to perfection by expert chefs. For those who enjoy a more sophisticated beverage experience, there are a variety of kebabs paired with bespoke cocktails. Each cocktail has been carefully curated to complement the rich flavours of the kebabs, enhancing the dining experience.The event will showcase a wide range of kebabs, from classic favourites to innovative new creations. Whether you prefer the spicy kick of a traditional tandoori kebab or the subtle flavours of a modern fusion variant, there is something to satisfy every palate. This event is a perfect opportunity to gather with friends and family, enjoy delicious food, and explore the delightful pairing of kebabs with fine beers and cocktails.",2024-07-15,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/celebrate-world-kebab-day-with-beer--kebab-extravaganza-at-hyatt-place-jaipur-79041
